First Normal Date	Last Normal Date	Log Count	Risk Based Priority (RBP)	Log Source Entity	Log Source Type	Classification	Common Event	Direction	Zone (Origin)	Zone (Impacted)	Entity (Origin)	Entity (Impacted)	Location (Origin)	Location (Impacted)	Network (Origin)	Network (Impacted)	Host (Origin)	Host (Impacted)	Known Host (Origin)	Known Host (Impacted)	IP Address (Origin)	IP Address (Impacted)	NAT IP Address (Origin)	NAT IP Address (Impacted)	MAC Address (Origin)	MAC Address (Impacted)	Interface (Origin)	Interface (Impacted)	Application	TCP/UDP Port (Origin)	TCP/UDP Port (Impacted)	NAT TCP/UDP Port (Origin)	NAT TCP/UDP Port (Impacted)	Protocol	Vendor Message ID	User (Origin)	User (Impacted)	Group	Domain Impacted	Sender	Recipient	Object	Object Name	URL	Command	Process Name	Process ID	Severity	Version	Host (Impacted) KBytes Rcvd	Host (Impacted) KBytes Sent	Host (Impacted) Packets Rcvd	Host (Impacted) Packets Sent	Reason	Result	Policy	Object Type	Hash	Response Code	Action	Session Type	CVE	Threat ID	Status	Serial Number	Parent Process Path	Parent Process Name	Parent Process ID	User Agent	Vendor Info	Threat Name	Domain Origin	Country (Origin)	Country (Impacted)	Region (Origin)	Region (Impacted)	HostName (Origin)	HostName (Impacted)	Known Application
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	65225	53	37246	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	17	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Internal	Internal	Internal	Security	DC		Latvia: Riga: Riga		VM Network	10.99.88.21	DC2 *		DC2	10.99.88.21	10.1.1.4	10.1.1.100	0.0.0.0			eth1.404		53\UDP	63512	53	44459	0	UDP	vpn-1 & firewall-1																									accept														Latvia		Latvia: Riga			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	17	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Internal	Internal	Internal	Security	DC		Latvia: Riga: Riga		VM Network	10.99.88.21	DC2 *		DC2	10.99.88.21	10.1.1.4	10.1.1.100	0.0.0.0			eth1.404		53\UDP	38281	53	43539	0	UDP	vpn-1 & firewall-1																									accept														Latvia		Latvia: Riga			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Virginia: Mc Lean	Dainis Test Network		172.22.2.123	216.163.188.39			172.22.2.123	216.163.188.39	217.28.52.97	0.0.0.0			eth1		80\TCP	27169	80	48270	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Virginia			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Germany: Hessen: Frankfurt Am Main	Dainis Test Network		172.22.2.123	84.39.157.4			172.22.2.123	84.39.157.4	217.28.52.97	0.0.0.0			eth1		80\TCP	52516	80	29420	0	TCP	vpn-1 & firewall-1																									accept													Latvia	Germany	Latvia: Riga	Germany: Hessen			
2022-12-09 04:11:34 PM	2022-12-09 04:11:41 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Germany: Berlin: Berlin	Dainis Test Network		172.22.2.91	84.39.152.31			172.22.2.91	84.39.152.31	217.28.52.97	0.0.0.0			eth1		80\TCP	37373	80	39815	0	TCP	vpn-1 & firewall-1																									accept													Latvia	Germany	Latvia: Riga	Germany: Berlin			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Virginia: Mc Lean	Dainis Test Network		172.22.2.123	216.163.188.39			172.22.2.123	216.163.188.39	217.28.52.97	0.0.0.0			eth1		80\TCP	39479	80	48271	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Virginia			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	49780	53	40552	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	FlexPod Management VM		192.168.185.100	142.250.74.72			192.168.185.100	142.250.74.72	217.28.52.97	0.0.0.0			eth1		443\UDP	62889	443	10000	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	204.79.197.1			10.1.1.11	204.79.197.1	217.28.52.100	0.0.0.0			eth1		53\UDP	51193	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Virginia: Mc Lean	Dainis Test Network		172.22.2.123	216.163.176.30			172.22.2.123	216.163.176.30	217.28.52.97	0.0.0.0			eth1		80\TCP	52517	80	35019	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Virginia			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.170	170.72.231.0			10.1.1.170	170.72.231.0	217.28.52.97	0.0.0.0			eth1		443\TCP	59818	443	34118	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Virginia: Reston	VM Network		10.1.1.11	192.42.177.30			10.1.1.11	192.42.177.30	217.28.52.100	0.0.0.0			eth1		53\UDP	8646	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Virginia			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	204.13.122.6			10.1.1.11	204.13.122.6	217.28.52.100	0.0.0.0			eth1		53\UDP	54715	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	13.107.160.201			10.1.1.11	13.107.160.201	217.28.52.100	0.0.0.0			eth1		53\UDP	1047	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	40.90.4.1			10.1.1.11	40.90.4.1	217.28.52.100	0.0.0.0			eth1		53\UDP	52795	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Traffic	General Network Traffic	Outbound	Internal	External	Security	Global Entity		Sweden: Stockholms län: Stockholm			10.99.88.9	108.157.214.21			10.99.88.9	108.157.214.21					eth1.422		443\TCP		443			TCP	url filtering																									accept														Sweden		Sweden: Stockholms län			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50587	53	15324	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	Security	Global Entity		Sweden: Stockholms län: Kista			10.99.88.23	17.253.39.205			10.99.88.23	17.253.39.205					eth1.422		443\TCP		443			TCP	application control																									accept														Sweden		Sweden: Stockholms län			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	40.90.4.5			10.1.1.11	40.90.4.5	217.28.52.100	0.0.0.0			eth1		53\UDP	4132	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	150.171.16.240			10.1.1.11	150.171.16.240	217.28.52.100	0.0.0.0			eth1		53\UDP	23404	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.136	13.107.246.53			10.1.1.136	13.107.246.53	217.28.52.97	0.0.0.0			eth1		443\TCP	59240	443	10005	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.170	170.72.231.0			10.1.1.170	170.72.231.0	217.28.52.97	0.0.0.0			eth1.422		443\TCP	59826	443	34121	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.170	170.72.231.0			10.1.1.170	170.72.231.0	217.28.52.97	0.0.0.0			eth1		443\TCP	59821	443	34119	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.170	170.72.231.0			10.1.1.170	170.72.231.0	217.28.52.97	0.0.0.0			eth1.422		443\TCP	59823	443	34120	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	131.253.21.1			10.1.1.11	131.253.21.1	217.28.52.100	0.0.0.0			eth1		53\UDP	54412	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.170	170.72.231.125			10.1.1.170	170.72.231.125	217.28.52.97	0.0.0.0			eth1		443\TCP	59827	443	10000	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Hong Kong: Hong Kong	Dainis Test Network		172.22.2.123	52.139.191.116			172.22.2.123	52.139.191.116	217.28.52.97	0.0.0.0			eth1		80\TCP	39478	80	29776	0	TCP	vpn-1 & firewall-1																									accept													Latvia	Hong Kong	Latvia: Riga				
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	13.107.160.5			10.1.1.11	13.107.160.5	217.28.52.100	0.0.0.0			eth1		53\UDP	26862	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	131.253.21.1			10.1.1.11	131.253.21.1	217.28.52.100	0.0.0.0			eth1		53\UDP	31823	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Germany: Berlin: Berlin	Dainis Test Network		172.22.2.61	84.39.152.31			172.22.2.61	84.39.152.31	217.28.52.97	0.0.0.0			eth1		80\TCP	17674	80	39767	0	TCP	vpn-1 & firewall-1																									accept													Latvia	Germany	Latvia: Riga	Germany: Berlin			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	13.107.206.64			10.1.1.11	13.107.206.64	217.28.52.100	0.0.0.0			eth1		53\UDP	16492	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Ireland: Baile Átha Cliath: Dublin	VM Network		 (10.1.1.15)	13.69.239.74			10.1.1.15	13.69.239.74					eth1.422		443\TCP		443			TCP	application control	irina adomone (ira)																								accept													Latvia	Ireland	Latvia: Riga	Ireland: Baile Átha Cliath	w10ira@internal		
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United Kingdom: London: London	VM Network		10.1.1.11	139.45.207.62			10.1.1.11	139.45.207.62	217.28.52.100	0.0.0.0			eth1		53\UDP	43927	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United Kingdom	Latvia: Riga	United Kingdom: London			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	Security	Global Entity		Latvia: Riga: Riga			10.99.88.21	185.135.85.154			10.99.88.21	185.135.85.154	217.28.52.97	0.0.0.0			eth1.422		443\TCP	54868	443	10001	0	TCP	vpn-1 & firewall-1																									accept														Latvia		Latvia: Riga			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	VM Network		10.1.1.17	142.250.74.100			10.1.1.17	142.250.74.100	217.28.52.97	0.0.0.0			eth1		443\UDP	63728	443	10071	0	UDP	vpn-1 & firewall-1	zinaida kravale (zinaida.kravale)																								accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	Security	Global Entity		Latvia: Riga: Riga			10.99.88.21	185.135.85.154			10.99.88.21	185.135.85.154	217.28.52.97	0.0.0.0			eth1.422		443\TCP	54864	443	10000	0	TCP	vpn-1 & firewall-1																									accept														Latvia		Latvia: Riga			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		10.1.1.17	13.110.95.39			10.1.1.17	13.110.95.39	217.28.52.97	0.0.0.0			eth1		443\TCP	55746	443	10016	0	TCP	vpn-1 & firewall-1	zinaida kravale (zinaida.kravale)																								accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	FlexPod Management VM		192.168.185.52	8.8.8.8			192.168.185.52	8.8.8.8	217.28.52.97	0.0.0.0			eth1		53\UDP	51349	53	14116	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	65222	53	52381	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	VM Network		10.1.1.137	142.250.74.14			10.1.1.137	142.250.74.14	217.28.52.97	0.0.0.0			eth1		443\UDP	62001	443	10121	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	14	Security	Syslog - Check Point Log Exporter	Network Deny	Traffic Denied by Network Firewall	External	External	External	Global Entity	Global Entity	United States: Virginia: Ashburn	Latvia: Riga: Riga			35.171.100.14	217.28.52.100			35.171.100.14	217.28.52.100					eth1.422		53\UDP		53			UDP	vpn-1 & firewall-1																									drop													United States	Latvia	United States: Virginia	Latvia: Riga			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	13.107.222.64			10.1.1.11	13.107.222.64	217.28.52.100	0.0.0.0			eth1		53\UDP	64901	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	FlexPod Management VM		192.168.185.100	172.217.21.163			192.168.185.100	172.217.21.163	217.28.52.97	0.0.0.0			eth1		443\UDP	65491	443	10050	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	14	Security	Syslog - Check Point Log Exporter	Network Deny	Traffic Denied by Network Firewall	External	External	External	Global Entity	Global Entity	Netherlands: Noord-Holland: Amsterdam	Latvia: Riga: Riga			5.39.216.130	217.28.52.101			5.39.216.130	217.28.52.101					eth1.422		2569\TCP		2569			TCP	vpn-1 & firewall-1																									drop													Netherlands	Latvia	Netherlands: Noord-Holland	Latvia: Riga			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	14	Security	Syslog - Check Point Log Exporter	Network Deny	Traffic Denied by Network Firewall	External	External	External	Global Entity	Global Entity	Netherlands: Noord-Holland: Amsterdam	Latvia: Riga: Riga			5.39.216.130	217.28.52.101			5.39.216.130	217.28.52.101					eth1.422		2569\TCP	54158	2569			TCP	vpn-1 & firewall-1																									drop													Netherlands	Latvia	Netherlands: Noord-Holland	Latvia: Riga			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Texas: San Antonio	VM Network		10.1.1.170	40.74.219.49			10.1.1.170	40.74.219.49	217.28.52.97	0.0.0.0			eth1		443\TCP	58071	443	10054	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Texas			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	FlexPod Management VM		192.168.185.52	8.8.8.8			192.168.185.52	8.8.8.8	217.28.52.97	0.0.0.0			eth1		53\UDP	51616	53	17535	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:33 PM	2022-12-09 04:11:41 PM	4	19	Security	Syslog - Check Point Log Exporter	Network Deny	Traffic Denied by Network Firewall	Outbound	Internal	External	VirtualM	Global Entity	Latvia: Riga: Riga	United States: California: Palo Alto	VM Network		vc.internal *	208.91.0.89	vc.internal		10.1.1.23	208.91.0.89					eth1		443\TCP	53528	443			TCP	vpn-1 & firewall-1																									drop													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	49198	53	52282	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	FlexPod Management VM		192.168.185.52	8.8.8.8			192.168.185.52	8.8.8.8	217.28.52.97	0.0.0.0			eth1		53\UDP	52128	53	50236	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	51030	53	43949	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50757	53	15272	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	FlexPod Management VM		192.168.185.52	8.8.8.8			192.168.185.52	8.8.8.8	217.28.52.97	0.0.0.0			eth1		53\UDP	52306	53	19022	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50505	53	23737	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:11:41 PM	2022-12-09 04:11:41 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	FlexPod Management VM		192.168.185.52	8.8.8.8			192.168.185.52	8.8.8.8	217.28.52.97	0.0.0.0			eth1		53\UDP	53167	53	50822	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
